mode,spatial,singular,m_c,m_h,T_c,T_h,vel_ratio
7,0.010820319937939126,66.29957224915469,373.45544,5.04607,34.95,88.13,74.00916753037512
8,0.02319528296156985,61.686380594405236,373.45544,5.04607,34.95,88.13,74.00916753037512
9,0.029323977853506735,55.329901302577355,373.45544,5.04607,34.95,88.13,74.00916753037512
10,0.01018742069845687,51.46426189317594,373.45544,5.04607,34.95,88.13,74.00916753037512
11,0.007980646549816521,48.42415473919972,373.45544,5.04607,34.95,88.13,74.00916753037512
12,0.012957421549287234,45.475507275927015,373.45544,5.04607,34.95,88.13,74.00916753037512
13,0.01068123682201807,42.75045574004201,373.45544,5.04607,34.95,88.13,74.00916753037512
14,0.010935734865753149,42.23288526147195,373.45544,5.04607,34.95,88.13,74.00916753037512
15,0.02235551095750443,39.94489101553088,373.45544,5.04607,34.95,88.13,74.00916753037512
16,0.014042579977317834,37.91391910513993,373.45544,5.04607,34.95,88.13,74.00916753037512
17,0.01066655046395298,37.71202958131314,373.45544,5.04607,34.95,88.13,74.00916753037512
18,0.019691294697871283,35.313391312921766,373.45544,5.04607,34.95,88.13,74.00916753037512
19,0.007969982885734275,32.100223414900434,373.45544,5.04607,34.95,88.13,74.00916753037512
0,0.008531076384213682,59.51887801400799,258.14341,1.77404,29.84,53.63,145.5116062771978
1,0.053641053513109285,50.060393352551664,258.14341,1.77404,29.84,53.63,145.5116062771978
2,0.023800372140928276,46.223080681329954,258.14341,1.77404,29.84,53.63,145.5116062771978
3,0.03281545058811152,43.558384928881466,258.14341,1.77404,29.84,53.63,145.5116062771978
4,0.16449465636254185,36.28375238519707,258.14341,1.77404,29.84,53.63,145.5116062771978
5,0.1495077714809232,30.66442113666227,258.14341,1.77404,29.84,53.63,145.5116062771978
6,0.03303362662072177,25.8158636950325,258.14341,1.77404,29.84,53.63,145.5116062771978
7,0.050211959099861064,24.53136053373343,258.14341,1.77404,29.84,53.63,145.5116062771978
8,0.008749202112167821,22.658787310165327,258.14341,1.77404,29.84,53.63,145.5116062771978
9,0.06339481984179479,21.479882637287623,258.14341,1.77404,29.84,53.63,145.5116062771978
10,0.018989222462125314,20.614395725688304,258.14341,1.77404,29.84,53.63,145.5116062771978
11,0.1826585043992536,18.375853416389067,258.14341,1.77404,29.84,53.63,145.5116062771978
12,0.033649728044568346,17.942353719198575,258.14341,1.77404,29.84,53.63,145.5116062771978
13,0.019021678058441915,17.01364612915316,258.14341,1.77404,29.84,53.63,145.5116062771978
14,0.04384517035287623,16.500418628496636,258.14341,1.77404,29.84,53.63,145.5116062771978
15,0.05469155804478015,14.7011187859671,258.14341,1.77404,29.84,53.63,145.5116062771978
16,0.03197729687923855,14.004798457660508,258.14341,1.77404,29.84,53.63,145.5116062771978
17,0.08895822894853911,12.842808030219617,258.14341,1.77404,29.84,53.63,145.5116062771978
18,0.05257330537578718,12.134479146153492,258.14341,1.77404,29.84,53.63,145.5116062771978
19,0.12421051746219917,12.045616221528174,258.14341,1.77404,29.84,53.63,145.5116062771978
0,0.09988485796600498,59.51887801400799,258.14341,1.77404,29.84,53.63,145.5116062771978
1,0.059126011074460375,50.060393352551664,258.14341,1.77404,29.84,53.63,145.5116062771978
2,0.061486071411056525,46.223080681329954,258.14341,1.77404,29.84,53.63,145.5116062771978
3,0.08745390500441744,43.558384928881466,258.14341,1.77404,29.84,53.63,145.5116062771978
4,0.0795132347379066,36.28375238519707,258.14341,1.77404,29.84,53.63,145.5116062771978
5,0.019487747735454652,30.66442113666227,258.14341,1.77404,29.84,53.63,145.5116062771978
6,0.017645936837091026,25.8158636950325,258.14341,1.77404,29.84,53.63,145.5116062771978
7,0.08956022429313851,24.53136053373343,258.14341,1.77404,29.84,53.63,145.5116062771978
8,0.011061687446715407,22.658787310165327,258.14341,1.77404,29.84,53.63,145.5116062771978
9,0.03176033970214343,21.479882637287623,258.14341,1.77404,29.84,53.63,145.5116062771978
10,0.07111187649437414,20.614395725688304,258.14341,1.77404,29.84,53.63,145.5116062771978
11,0.0646814225662785,18.375853416389067,258.14341,1.77404,29.84,53.63,145.5116062771978
12,0.12004388977673575,17.942353719198575,258.14341,1.77404,29.84,53.63,145.5116062771978
13,0.027955239287606834,17.01364612915316,258.14341,1.77404,29.84,53.63,145.5116062771978
14,0.0877070292793601,16.500418628496636,258.14341,1.77404,29.84,53.63,145.5116062771978
15,0.07044220981370028,14.7011187859671,258.14341,1.77404,29.84,53.63,145.5116062771978
16,0.04233046223391728,14.004798457660508,258.14341,1.77404,29.84,53.63,145.5116062771978
17,0.05015654280841613,12.842808030219617,258.14341,1.77404,29.84,53.63,145.5116062771978
18,0.0632387761774731,12.134479146153492,258.14341,1.77404,29.84,53.63,145.5116062771978
19,0.05098097983558012,12.045616221528174,258.14341,1.77404,29.84,53.63,145.5116062771978
0,0.05610155573140747,59.51887801400799,258.14341,1.77404,29.84,53.63,145.5116062771978
1,0.04865090981341354,50.060393352551664,258.14341,1.77404,29.84,53.63,145.5116062771978
2,0.04214343596146047,46.223080681329954,258.14341,1.77404,29.84,53.63,145.5116062771978
3,0.042315116849121516,43.558384928881466,258.14341,1.77404,29.84,53.63,145.5116062771978
4,0.023614760389015433,36.28375238519707,258.14341,1.77404,29.84,53.63,145.5116062771978
5,0.010617252948919487,30.66442113666227,258.14341,1.77404,29.84,53.63,145.5116062771978
6,0.02351849544883138,25.8158636950325,258.14341,1.77404,29.84,53.63,145.5116062771978
7,0.045822499236827824,24.53136053373343,258.14341,1.77404,29.84,53.63,145.5116062771978
8,0.008175043888154765,22.658787310165327,258.14341,1.77404,29.84,53.63,145.5116062771978
9,0.020093545624081076,21.479882637287623,258.14341,1.77404,29.84,53.63,145.5116062771978
10,0.03558217795447446,20.614395725688304,258.14341,1.77404,29.84,53.63,145.5116062771978
11,0.030858246732609448,18.375853416389067,258.14341,1.77404,29.84,53.63,145.5116062771978
12,0.014328107155611426,17.942353719198575,258.14341,1.77404,29.84,53.63,145.5116062771978
13,0.028953336707369114,17.01364612915316,258.14341,1.77404,29.84,53.63,145.5116062771978
14,0.021102501332771622,16.500418628496636,258.14341,1.77404,29.84,53.63,145.5116062771978
15,0.030790135519540632,14.7011187859671,258.14341,1.77404,29.84,53.63,145.5116062771978
16,0.026153056993110553,14.004798457660508,258.14341,1.77404,29.84,53.63,145.5116062771978
17,0.027753194935935813,12.842808030219617,258.14341,1.77404,29.84,53.63,145.5116062771978
18,0.015776007793408462,12.134479146153492,258.14341,1.77404,29.84,53.63,145.5116062771978
19,0.025987411727952017,12.045616221528174,258.14341,1.77404,29.84,53.63,145.5116062771978
0,0.015030638985354177,59.51887801400799,258.14341,1.77404,29.84,53.63,145.5116062771978
1,0.028118861821548866,50.060393352551664,258.14341,1.77404,29.84,53.63,145.5116062771978
2,0.010697002756259219,46.223080681329954,258.14341,1.77404,29.84,53.63,145.5116062771978
3,0.013940347850794859,43.558384928881466,258.14341,1.77404,29.84,53.63,145.5116062771978
4,0.004859455773176044,36.28375238519707,258.14341,1.77404,29.84,53.63,145.5116062771978
5,0.012440185137434633,30.66442113666227,258.14341,1.77404,29.84,53.63,145.5116062771978
6,0.017730556950242567,25.8158636950325,258.14341,1.77404,29.84,53.63,145.5116062771978
7,0.006705150051329447,24.53136053373343,258.14341,1.77404,29.84,53.63,145.5116062771978
8,0.009601457501647334,22.658787310165327,258.14341,1.77404,29.84,53.63,145.5116062771978
9,0.007483799249163917,21.479882637287623,258.14341,1.77404,29.84,53.63,145.5116062771978
10,0.008616007874742952,20.614395725688304,258.14341,1.77404,29.84,53.63,145.5116062771978
11,0.01328008224303572,18.375853416389067,258.14341,1.77404,29.84,53.63,145.5116062771978
12,0.01592038690935047,17.942353719198575,258.14341,1.77404,29.84,53.63,145.5116062771978
13,0.011013164771909714,17.01364612915316,258.14341,1.77404,29.84,53.63,145.5116062771978
14,0.007514901766525553,16.500418628496636,258.14341,1.77404,29.84,53.63,145.5116062771978
15,0.012328414406661395,14.7011187859671,258.14341,1.77404,29.84,53.63,145.5116062771978
16,0.01615835720227611,14.004798457660508,258.14341,1.77404,29.84,53.63,145.5116062771978
17,0.008921122637661089,12.842808030219617,258.14341,1.77404,29.84,53.63,145.5116062771978
18,0.010349429025857806,12.134479146153492,258.14341,1.77404,29.84,53.63,145.5116062771978
19,0.012661531097519873,12.045616221528174,258.14341,1.77404,29.84,53.63,145.5116062771978
0,0.027613169050069428,116.27129271930885,471.90498,4.73621,36.41,95.04,99.63768076162164
1,0.032846268985997934,113.7229123677263,471.90498,4.73621,36.41,95.04,99.63768076162164
2,0.06237576219068724,102.72306698168242,471.90498,4.73621,36.41,95.04,99.63768076162164
3,0.008958150844239053,77.69363351888391,471.90498,4.73621,36.41,95.04,99.63768076162164
4,0.05470220674712369,72.28636231575666,471.90498,4.73621,36.41,95.04,99.63768076162164
5,0.1051546336181333,69.29858724714899,471.90498,4.73621,36.41,95.04,99.63768076162164
6,0.029467305678819503,61.209762023328906,471.90498,4.73621,36.41,95.04,99.63768076162164
7,0.034272501484298445,57.761790481309404,471.90498,4.73621,36.41,95.04,99.63768076162164
8,0.01952396908135018,52.52307071976511,471.90498,4.73621,36.41,95.04,99.63768076162164
9,0.028145854143420725,47.18593226204781,471.90498,4.73621,36.41,95.04,99.63768076162164
10,0.025544239479181573,42.62949499419829,471.90498,4.73621,36.41,95.04,99.63768076162164
11,0.10241596198336143,40.70148112814624,471.90498,4.73621,36.41,95.04,99.63768076162164
12,0.02442332162307042,40.255543851383116,471.90498,4.73621,36.41,95.04,99.63768076162164
13,0.08471596591551292,37.424049812400106,471.90498,4.73621,36.41,95.04,99.63768076162164
14,0.03412696177042877,36.553177984283174,471.90498,4.73621,36.41,95.04,99.63768076162164
15,0.012068003255759793,35.528078755694004,471.90498,4.73621,36.41,95.04,99.63768076162164
16,0.010250248007241412,33.3857147508482,471.90498,4.73621,36.41,95.04,99.63768076162164
17,0.015877609603173696,32.43500458332666,471.90498,4.73621,36.41,95.04,99.63768076162164
18,0.03739863271326213,31.1807500940566,471.90498,4.73621,36.41,95.04,99.63768076162164
19,0.011961603589169246,29.21759070320265,471.90498,4.73621,36.41,95.04,99.63768076162164
0,0.01847803235592863,116.27129271930885,471.90498,4.73621,36.41,95.04,99.63768076162164
1,0.021686069055745535,113.7229123677263,471.90498,4.73621,36.41,95.04,99.63768076162164
2,0.030599986759929625,102.72306698168242,471.90498,4.73621,36.41,95.04,99.63768076162164
3,0.031056924444993153,77.69363351888391,471.90498,4.73621,36.41,95.04,99.63768076162164
4,0.027041132427070846,72.28636231575666,471.90498,4.73621,36.41,95.04,99.63768076162164
5,0.015577336176175523,69.29858724714899,471.90498,4.73621,36.41,95.04,99.63768076162164
6,0.013524727776875668,61.209762023328906,471.90498,4.73621,36.41,95.04,99.63768076162164
7,0.011719339937852137,57.761790481309404,471.90498,4.73621,36.41,95.04,99.63768076162164
8,0.0374860022321368,52.52307071976511,471.90498,4.73621,36.41,95.04,99.63768076162164
9,0.0169068677170342,47.18593226204781,471.90498,4.73621,36.41,95.04,99.63768076162164
10,0.025556377681258114,42.62949499419829,471.90498,4.73621,36.41,95.04,99.63768076162164
11,0.035338447234670375,40.70148112814624,471.90498,4.73621,36.41,95.04,99.63768076162164
12,0.04008227451822206,40.255543851383116,471.90498,4.73621,36.41,95.04,99.63768076162164
13,0.014639869327393855,37.424049812400106,471.90498,4.73621,36.41,95.04,99.63768076162164
14,0.019392577282350738,36.553177984283174,471.90498,4.73621,36.41,95.04,99.63768076162164
15,0.03654280079264485,35.528078755694004,471.90498,4.73621,36.41,95.04,99.63768076162164
16,0.06711096769093107,33.3857147508482,471.90498,4.73621,36.41,95.04,99.63768076162164
17,0.017591429545193903,32.43500458332666,471.90498,4.73621,36.41,95.04,99.63768076162164
18,0.0444747107195477,31.1807500940566,471.90498,4.73621,36.41,95.04,99.63768076162164
19,0.02557711713674425,29.21759070320265,471.90498,4.73621,36.41,95.04,99.63768076162164
0,0.009866852313821823,116.27129271930885,471.90498,4.73621,36.41,95.04,99.63768076162164
1,0.014678651050087874,113.7229123677263,471.90498,4.73621,36.41,95.04,99.63768076162164
2,0.01968607888328704,102.72306698168242,471.90498,4.73621,36.41,95.04,99.63768076162164
3,0.023438915593223232,77.69363351888391,471.90498,4.73621,36.41,95.04,99.63768076162164
4,0.01799315334344274,72.28636231575666,471.90498,4.73621,36.41,95.04,99.63768076162164
5,0.006897186468586284,69.29858724714899,471.90498,4.73621,36.41,95.04,99.63768076162164
6,0.011081637321948555,61.209762023328906,471.90498,4.73621,36.41,95.04,99.63768076162164
7,0.011001498530642792,57.761790481309404,471.90498,4.73621,36.41,95.04,99.63768076162164
8,0.025264983907946886,52.52307071976511,471.90498,4.73621,36.41,95.04,99.63768076162164
9,0.0023662519165773346,47.18593226204781,471.90498,4.73621,36.41,95.04,99.63768076162164
10,0.01484768431684069,42.62949499419829,471.90498,4.73621,36.41,95.04,99.63768076162164
11,0.02181071406501429,40.70148112814624,471.90498,4.73621,36.41,95.04,99.63768076162164
12,0.022869859126283767,40.255543851383116,471.90498,4.73621,36.41,95.04,99.63768076162164
13,0.007156602924904457,37.424049812400106,471.90498,4.73621,36.41,95.04,99.63768076162164
14,0.011181845506117184,36.553177984283174,471.90498,4.73621,36.41,95.04,99.63768076162164
15,0.012240051864006505,35.528078755694004,471.90498,4.73621,36.41,95.04,99.63768076162164
16,0.041179711654332485,33.3857147508482,471.90498,4.73621,36.41,95.04,99.63768076162164
17,0.030110093077065022,32.43500458332666,471.90498,4.73621,36.41,95.04,99.63768076162164
18,0.0189535325537589,31.1807500940566,471.90498,4.73621,36.41,95.04,99.63768076162164
19,0.019433322718492962,29.21759070320265,471.90498,4.73621,36.41,95.04,99.63768076162164
0,0.02371739191626391,116.27129271930885,471.90498,4.73621,36.41,95.04,99.63768076162164
1,0.004854943299852945,113.7229123677263,471.90498,4.73621,36.41,95.04,99.63768076162164
2,0.016955435177787012,102.72306698168242,471.90498,4.73621,36.41,95.04,99.63768076162164
3,0.007000331067161545,77.69363351888391,471.90498,4.73621,36.41,95.04,99.63768076162164
4,0.016782084515845647,72.28636231575666,471.90498,4.73621,36.41,95.04,99.63768076162164
5,0.011245065675325362,69.29858724714899,471.90498,4.73621,36.41,95.04,99.63768076162164
6,0.008393663012887012,61.209762023328906,471.90498,4.73621,36.41,95.04,99.63768076162164
7,0.006285404121901871,57.761790481309404,471.90498,4.73621,36.41,95.04,99.63768076162164
8,0.017519986779699077,52.52307071976511,471.90498,4.73621,36.41,95.04,99.63768076162164
9,0.006580310070388943,47.18593226204781,471.90498,4.73621,36.41,95.04,99.63768076162164
10,0.01577718971642932,42.62949499419829,471.90498,4.73621,36.41,95.04,99.63768076162164
11,0.015571990637582425,40.70148112814624,471.90498,4.73621,36.41,95.04,99.63768076162164
12,0.008317670126553586,40.255543851383116,471.90498,4.73621,36.41,95.04,99.63768076162164
13,0.018958018183446675,37.424049812400106,471.90498,4.73621,36.41,95.04,99.63768076162164
14,0.009631265791693235,36.553177984283174,471.90498,4.73621,36.41,95.04,99.63768076162164
15,0.013287521350809892,35.528078755694004,471.90498,4.73621,36.41,95.04,99.63768076162164
16,0.013090853932435984,33.3857147508482,471.90498,4.73621,36.41,95.04,99.63768076162164
17,0.019072682587759807,32.43500458332666,471.90498,4.73621,36.41,95.04,99.63768076162164
18,0.0029979262268997773,31.1807500940566,471.90498,4.73621,36.41,95.04,99.63768076162164
19,0.008064124992068917,29.21759070320265,471.90498,4.73621,36.41,95.04,99.63768076162164
0,0.08023028810738855,109.40142932739556,510.11727,5.4434,36.41,95.04,93.71298636881362
1,0.04162901281127189,107.70515675399542,510.11727,5.4434,36.41,95.04,93.71298636881362
2,0.0741474308958385,91.04865635889324,510.11727,5.4434,36.41,95.04,93.71298636881362
3,0.019468538754984336,82.97992520390294,510.11727,5.4434,36.41,95.04,93.71298636881362
4,0.027854683213554738,74.37217929018684,510.11727,5.4434,36.41,95.04,93.71298636881362
5,0.023944513479875716,66.81682627325586,510.11727,5.4434,36.41,95.04,93.71298636881362
6,0.03509335262949308,60.97018467236009,510.11727,5.4434,36.41,95.04,93.71298636881362
7,0.074600271346353,54.61935271250351,510.11727,5.4434,36.41,95.04,93.71298636881362
8,0.06819770242812505,49.33020634378473,510.11727,5.4434,36.41,95.04,93.71298636881362
9,0.053157585843619015,47.25555525198406,510.11727,5.4434,36.41,95.04,93.71298636881362
10,0.03699798753922992,46.2570078394475,510.11727,5.4434,36.41,95.04,93.71298636881362
11,0.07665399940184683,43.560566176738504,510.11727,5.4434,36.41,95.04,93.71298636881362
12,0.03359118321770449,39.46224913763041,510.11727,5.4434,36.41,95.04,93.71298636881362
13,0.09278827986419412,35.40859965735724,510.11727,5.4434,36.41,95.04,93.71298636881362
14,0.06032595503358773,34.61921920050425,510.11727,5.4434,36.41,95.04,93.71298636881362
15,0.034894086860803086,32.65765718392871,510.11727,5.4434,36.41,95.04,93.71298636881362
16,0.02481420274003168,30.824009825370506,510.11727,5.4434,36.41,95.04,93.71298636881362
17,0.05954952697762666,28.862803376555068,510.11727,5.4434,36.41,95.04,93.71298636881362
18,0.06574998263123985,28.319079450351722,510.11727,5.4434,36.41,95.04,93.71298636881362
19,0.060614853483464265,26.740023698571456,510.11727,5.4434,36.41,95.04,93.71298636881362
0,0.03185083688981346,109.40142932739556,510.11727,5.4434,36.41,95.04,93.71298636881362
1,0.027830999404024333,107.70515675399542,510.11727,5.4434,36.41,95.04,93.71298636881362
2,0.08318892193524721,91.04865635889324,510.11727,5.4434,36.41,95.04,93.71298636881362
3,0.05059383840030394,82.97992520390294,510.11727,5.4434,36.41,95.04,93.71298636881362
4,0.051151660261613385,74.37217929018684,510.11727,5.4434,36.41,95.04,93.71298636881362
5,0.03984005262257156,66.81682627325586,510.11727,5.4434,36.41,95.04,93.71298636881362
6,0.03624553536847776,60.97018467236009,510.11727,5.4434,36.41,95.04,93.71298636881362
7,0.01477187221946795,54.61935271250351,510.11727,5.4434,36.41,95.04,93.71298636881362
8,0.0559944350880996,49.33020634378473,510.11727,5.4434,36.41,95.04,93.71298636881362
9,0.0022665264596418125,47.25555525198406,510.11727,5.4434,36.41,95.04,93.71298636881362
10,0.040460865186281385,46.2570078394475,510.11727,5.4434,36.41,95.04,93.71298636881362
11,0.03667199757686598,43.560566176738504,510.11727,5.4434,36.41,95.04,93.71298636881362
12,0.08377160855049906,39.46224913763041,510.11727,5.4434,36.41,95.04,93.71298636881362
13,0.08743977396634246,35.40859965735724,510.11727,5.4434,36.41,95.04,93.71298636881362
14,0.01985981347759981,34.61921920050425,510.11727,5.4434,36.41,95.04,93.71298636881362
15,0.03841217110254725,32.65765718392871,510.11727,5.4434,36.41,95.04,93.71298636881362
16,0.0980760720866466,30.824009825370506,510.11727,5.4434,36.41,95.04,93.71298636881362
17,0.07406836192919168,28.862803376555068,510.11727,5.4434,36.41,95.04,93.71298636881362
18,0.03518095536990092,28.319079450351722,510.11727,5.4434,36.41,95.04,93.71298636881362
19,0.030399790533600913,26.740023698571456,510.11727,5.4434,36.41,95.04,93.71298636881362
0,0.019318690021436484,109.40142932739556,510.11727,5.4434,36.41,95.04,93.71298636881362
1,0.017163027646113223,107.70515675399542,510.11727,5.4434,36.41,95.04,93.71298636881362
2,0.046583697288017145,91.04865635889324,510.11727,5.4434,36.41,95.04,93.71298636881362
3,0.037008973452848835,82.97992520390294,510.11727,5.4434,36.41,95.04,93.71298636881362
4,0.007931320022149769,74.37217929018684,510.11727,5.4434,36.41,95.04,93.71298636881362
5,0.023946717977638938,66.81682627325586,510.11727,5.4434,36.41,95.04,93.71298636881362
6,0.015363450661388521,60.97018467236009,510.11727,5.4434,36.41,95.04,93.71298636881362
7,0.015162448399283325,54.61935271250351,510.11727,5.4434,36.41,95.04,93.71298636881362
8,0.022907238332901758,49.33020634378473,510.11727,5.4434,36.41,95.04,93.71298636881362
9,0.006851084275162145,47.25555525198406,510.11727,5.4434,36.41,95.04,93.71298636881362
10,0.022376194117890703,46.2570078394475,510.11727,5.4434,36.41,95.04,93.71298636881362
11,0.023576510421832057,43.560566176738504,510.11727,5.4434,36.41,95.04,93.71298636881362
12,0.0444946071412147,39.46224913763041,510.11727,5.4434,36.41,95.04,93.71298636881362
13,0.036599297896753216,35.40859965735724,510.11727,5.4434,36.41,95.04,93.71298636881362
14,0.0011295384334084814,34.61921920050425,510.11727,5.4434,36.41,95.04,93.71298636881362
15,0.017708133429664093,32.65765718392871,510.11727,5.4434,36.41,95.04,93.71298636881362
16,0.03959906465713096,30.824009825370506,510.11727,5.4434,36.41,95.04,93.71298636881362
17,0.021914373752029787,28.862803376555068,510.11727,5.4434,36.41,95.04,93.71298636881362
18,0.023055734007885985,28.319079450351722,510.11727,5.4434,36.41,95.04,93.71298636881362
19,0.005911081500245797,26.740023698571456,510.11727,5.4434,36.41,95.04,93.71298636881362
0,0.02402498704674014,109.40142932739556,510.11727,5.4434,36.41,95.04,93.71298636881362
1,0.009318123504536561,107.70515675399542,510.11727,5.4434,36.41,95.04,93.71298636881362
2,0.02600482696769202,91.04865635889324,510.11727,5.4434,36.41,95.04,93.71298636881362
3,0.02118520187983406,82.97992520390294,510.11727,5.4434,36.41,95.04,93.71298636881362
4,0.008133269810274252,74.37217929018684,510.11727,5.4434,36.41,95.04,93.71298636881362
5,0.018576644883889437,66.81682627325586,510.11727,5.4434,36.41,95.04,93.71298636881362
6,0.010233560154817047,60.97018467236009,510.11727,5.4434,36.41,95.04,93.71298636881362
7,0.011574452823433886,54.61935271250351,510.11727,5.4434,36.41,95.04,93.71298636881362
8,0.00822326331642791,49.33020634378473,510.11727,5.4434,36.41,95.04,93.71298636881362
9,0.01668401539621002,47.25555525198406,510.11727,5.4434,36.41,95.04,93.71298636881362
10,0.012524019135146945,46.2570078394475,510.11727,5.4434,36.41,95.04,93.71298636881362
11,0.012174063418850696,43.560566176738504,510.11727,5.4434,36.41,95.04,93.71298636881362
12,0.021222094632614767,39.46224913763041,510.11727,5.4434,36.41,95.04,93.71298636881362
13,0.02121510316169113,35.40859965735724,510.11727,5.4434,36.41,95.04,93.71298636881362
14,0.013939982932530856,34.61921920050425,510.11727,5.4434,36.41,95.04,93.71298636881362
15,0.007321944182935689,32.65765718392871,510.11727,5.4434,36.41,95.04,93.71298636881362
16,0.0252725981380821,30.824009825370506,510.11727,5.4434,36.41,95.04,93.71298636881362
17,0.010533641723717508,28.862803376555068,510.11727,5.4434,36.41,95.04,93.71298636881362
18,0.01677522514519068,28.319079450351722,510.11727,5.4434,36.41,95.04,93.71298636881362
19,0.011047557032638461,26.740023698571456,510.11727,5.4434,36.41,95.04,93.71298636881362
0,0.02632710881585196,57.670899003945586,74.33797,0.72215,26.61,32.62,102.93979090216715
1,0.01377992442285324,52.565487541990386,74.33797,0.72215,26.61,32.62,102.93979090216715
2,0.013059885839667166,44.94640287611329,74.33797,0.72215,26.61,32.62,102.93979090216715
3,0.03881332921816583,43.50891771961984,74.33797,0.72215,26.61,32.62,102.93979090216715
4,0.02529001873872477,41.53818655785868,74.33797,0.72215,26.61,32.62,102.93979090216715
5,0.013121129061959676,37.64061512368053,74.33797,0.72215,26.61,32.62,102.93979090216715
6,0.0035581901831923763,34.849075059057675,74.33797,0.72215,26.61,32.62,102.93979090216715
7,0.015997157405267578,33.99035995446028,74.33797,0.72215,26.61,32.62,102.93979090216715
8,0.006921619170304961,30.207453256531643,74.33797,0.72215,26.61,32.62,102.93979090216715
9,0.019048319442271245,28.735276018340965,74.33797,0.72215,26.61,32.62,102.93979090216715
10,0.007213517529355581,27.27428660749395,74.33797,0.72215,26.61,32.62,102.93979090216715
11,0.013835635530908903,26.667891354855037,74.33797,0.72215,26.61,32.62,102.93979090216715
12,0.021806673410583406,25.630749096290746,74.33797,0.72215,26.61,32.62,102.93979090216715
13,0.015392253947480916,24.910075375374,74.33797,0.72215,26.61,32.62,102.93979090216715
14,0.025224492450162842,23.881086280783567,74.33797,0.72215,26.61,32.62,102.93979090216715
15,0.023285760545950877,22.552504461533918,74.33797,0.72215,26.61,32.62,102.93979090216715
16,0.02191144699819368,22.056748739046643,74.33797,0.72215,26.61,32.62,102.93979090216715
17,0.01708626929312969,21.331855601522136,74.33797,0.72215,26.61,32.62,102.93979090216715
18,0.0317088265210917,20.427533442554335,74.33797,0.72215,26.61,32.62,102.93979090216715
19,0.007649144223569187,19.885213446899126,74.33797,0.72215,26.61,32.62,102.93979090216715
0,0.019395695384600058,57.670899003945586,74.33797,0.72215,26.61,32.62,102.93979090216715
1,0.013137533858104657,52.565487541990386,74.33797,0.72215,26.61,32.62,102.93979090216715
2,0.012215607648704543,44.94640287611329,74.33797,0.72215,26.61,32.62,102.93979090216715
3,0.013164889676281023,43.50891771961984,74.33797,0.72215,26.61,32.62,102.93979090216715
4,0.008383398506534788,41.53818655785868,74.33797,0.72215,26.61,32.62,102.93979090216715
5,0.016162390841589627,37.64061512368053,74.33797,0.72215,26.61,32.62,102.93979090216715
6,0.009398316744756928,34.849075059057675,74.33797,0.72215,26.61,32.62,102.93979090216715
7,0.02629583427451519,33.99035995446028,74.33797,0.72215,26.61,32.62,102.93979090216715
8,0.007373463490699565,30.207453256531643,74.33797,0.72215,26.61,32.62,102.93979090216715
9,0.007587140431955188,28.735276018340965,74.33797,0.72215,26.61,32.62,102.93979090216715
10,0.019299242212879184,27.27428660749395,74.33797,0.72215,26.61,32.62,102.93979090216715
11,0.01673474219682595,26.667891354855037,74.33797,0.72215,26.61,32.62,102.93979090216715
12,0.02986044855503931,25.630749096290746,74.33797,0.72215,26.61,32.62,102.93979090216715
13,0.022396891162313567,24.910075375374,74.33797,0.72215,26.61,32.62,102.93979090216715
14,0.01786166211850481,23.881086280783567,74.33797,0.72215,26.61,32.62,102.93979090216715
15,0.0159175310498643,22.552504461533918,74.33797,0.72215,26.61,32.62,102.93979090216715
16,0.006375788303336842,22.056748739046643,74.33797,0.72215,26.61,32.62,102.93979090216715
17,0.010476098940861175,21.331855601522136,74.33797,0.72215,26.61,32.62,102.93979090216715
18,0.00980201146447754,20.427533442554335,74.33797,0.72215,26.61,32.62,102.93979090216715
19,0.004325113105968721,19.885213446899126,74.33797,0.72215,26.61,32.62,102.93979090216715
0,0.013259338266747562,57.670899003945586,74.33797,0.72215,26.61,32.62,102.93979090216715
1,0.0031814026788365953,52.565487541990386,74.33797,0.72215,26.61,32.62,102.93979090216715
2,0.01095545292056139,44.94640287611329,74.33797,0.72215,26.61,32.62,102.93979090216715
3,0.00561483360115235,43.50891771961984,74.33797,0.72215,26.61,32.62,102.93979090216715
4,0.0050401906091742206,41.53818655785868,74.33797,0.72215,26.61,32.62,102.93979090216715
5,0.009706346731618423,37.64061512368053,74.33797,0.72215,26.61,32.62,102.93979090216715
6,0.01268962554661131,34.849075059057675,74.33797,0.72215,26.61,32.62,102.93979090216715
7,0.013564692497778093,33.99035995446028,74.33797,0.72215,26.61,32.62,102.93979090216715
8,0.005274329167222556,30.207453256531643,74.33797,0.72215,26.61,32.62,102.93979090216715
9,0.0024791089759462737,28.735276018340965,74.33797,0.72215,26.61,32.62,102.93979090216715
10,0.00989938524425741,27.27428660749395,74.33797,0.72215,26.61,32.62,102.93979090216715
11,0.010146953802091414,26.667891354855037,74.33797,0.72215,26.61,32.62,102.93979090216715
12,0.005571823554953652,25.630749096290746,74.33797,0.72215,26.61,32.62,102.93979090216715
13,0.01086670014886835,24.910075375374,74.33797,0.72215,26.61,32.62,102.93979090216715
14,0.01238343302032634,23.881086280783567,74.33797,0.72215,26.61,32.62,102.93979090216715
15,0.0015328789533525459,22.552504461533918,74.33797,0.72215,26.61,32.62,102.93979090216715
16,0.010604677323938551,22.056748739046643,74.33797,0.72215,26.61,32.62,102.93979090216715
